Symbol,Current_Price,Buy_Signal_Strength,Sell_Signal_Strength,RSI,Z_Score,BB_Position,Volume_Ratio,Price_Change_5d,Price_Change_20d,Price_vs_SMA50,Price_vs_SMA200
AMD,127.0999984741211,0.09999999999999999,0.5666666666666667,68.35998803061754,2.0655296192993773,1.0163824048248444,2.0858569235379565,3.132100517088965,10.772181314685536,20.618217036230124,2.290303410818928
ORCL,208.17999267578125,0.0,0.5,84.31644920705793,1.7873484670887172,0.9468371167721795,1.196196933987714,17.297722384088686,30.405909215557347,34.029349048082125,27.004212348939728
FANG,152.92999267578125,0.03333333333333333,0.5,70.50997215900419,1.7537248122958926,0.9384312030739733,1.3664819854292918,5.055976493269032,9.745235721179512,11.724264814971463,-4.284136938594807
MU,120.33999633789062,0.0,0.45,90.26664981418614,1.6320264602672199,0.9080066150668051,1.125781999681131,5.431923060623811,21.986816499259533,34.35901644141255,26.202635735442126
KLAC,893.0,0.0,0.4166666666666667,83.69311072003669,1.7329179466241333,0.9332294866560332,1.0893428526228228,4.250571685756355,13.467425943659773,20.738289264098842,25.72533296892161
BKR,39.599998474121094,0.0,0.3833333333333333,77.44359338766648,1.8859887947915548,0.9714971986978886,1.0973428935629737,1.3305952372120844,4.4579230638650325,6.283509261555231,-0.7812740793431971
PANW,202.0500030517578,0.0,0.3666666666666667,68.98482820532419,1.5889222147630166,0.8972305536907538,0.744798026435972,3.1130422038877947,3.9886772404916337,9.401313168808635,9.623974836097826
CRWD,492.0299987792969,0.0,0.35000000000000003,60.32396548221365,1.6118425385703234,0.9029606346425807,0.7940241142333854,5.213301657437652,10.730278388850456,14.255526374534844,34.76974853279635
LRCX,92.66000366210938,0.0,0.3333333333333333,70.34772495210123,1.616613550557848,0.904153387639462,1.049102398527245,1.8241798484718297,10.546413743104587,19.12659721516039,20.31522049015697
MSFT,478.0400085449219,0.0,0.3166666666666667,80.0931514003352,1.4162421727763133,0.8540605431940788,0.8712947455666503,1.5119330064913727,4.1776567724456815,11.219785936950455,14.142427820347603
ZS,307.30999755859375,0.0,0.3166666666666667,88.96312451139069,1.0756422444598424,0.7689105611149608,0.9478722984654171,3.1345425041538366,21.673195014048694,25.95554810952285,49.583759090476384
HIMS,59.2400016784668,0.0,0.3,62.16997121665878,1.3454206283098253,0.8363551570774561,0.8419331012932654,7.221722494962535,-4.972727729440674,29.413361225656587,80.36423444764134
ON,52.939998626708984,0.0,0.2833333333333334,71.69892861953713,1.1444658975680957,0.7861164743920239,0.8093397311363341,-1.5985141683034554,20.757295717262725,24.872034962628973,-6.03862701925213
PLTR,138.1999969482422,0.0,0.26666666666666666,63.710592385005995,1.341914710995192,0.8354786777487977,0.8147599931915279,4.058428950177828,9.39602227906371,18.581006926766342,73.63008382170189
AMAT,174.08999633789062,0.0,0.26666666666666666,66.49945659748657,1.3353009715119812,0.8338252428779955,0.9965503481151212,0.18414689391843542,5.209730392482337,11.205329921606033,2.1009047773108414
